department_name,geographic_region,name,normalised_path,path,url,financial_year,sphere
E-Government,Gauteng,Vote 13 : E-Government,etl-data/normalised/2016/Gauteng/Vote 13 : E-Government.xlsm,etl-data/2016/Gauteng/GT - E-Government.xlsm,,2016,provincial
E-Government,Gauteng,Vote 13 : E-Government,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/GT/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/GT - Vote 13 - E-Government.pdf,2016,provincial
Gauteng Provincial Treasury,Gauteng,Vote 14 : Gauteng Provincial Treasury,etl-data/normalised/2016/Gauteng/Vote 14 : Gauteng Provincial Treasury.xlsm,etl-data/2016/Gauteng/GT - Provincial Treasury.xlsm,,2016,provincial
Gauteng Provincial Treasury,Gauteng,Vote 14 : Gauteng Provincial Treasury,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/GT/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/GT - Vote 14 - Gauteng Provincial Treasury.pdf,2016,provincial
Infrastructure Development,Gauteng,Vote 15 : Infrastructure Development,etl-data/normalised/2016/Gauteng/Vote 15 : Infrastructure Development.xlsm,etl-data/2016/Gauteng/GT - Infrastructure Development.xlsm,,2016,provincial
Infrastructure Development,Gauteng,Vote 15 : Infrastructure Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/GT/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/GT - Vote 15 - Infrastructure Development.pdf,2016,provincial
Office of the Premier,KwaZulu-Natal,Vote 01 : Office of the Premier,etl-data/normalised/2016/KwaZulu-Natal/Vote 01 : Office of the Premier.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Office of the Premier.xlsm,,2016,provincial
Office of the Premier,KwaZulu-Natal,Vote 01 : Office of the Premier,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 01 - Premier.pdf,2016,provincial
Provincial Legislature,KwaZulu-Natal,Vote 02 : Provincial Legislature,etl-data/normalised/2016/KwaZulu-Natal/Vote 02 : Provincial Legislature.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Legislature.xlsm,,2016,provincial
Provincial Legislature,KwaZulu-Natal,Vote 02 : Provincial Legislature,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 02 - Legislature.pdf,2016,provincial
"Agriculture, Environmental Affairs and Rural Development",KwaZulu-Natal,"Vote 03 : Agriculture, Environmental Affairs and Rural Development","etl-data/normalised/2016/KwaZulu-Natal/Vote 03 : Agriculture, Environmental Affairs and Rural Development.xlsm",etl-data/2016/KwaZulu-Natal/KZN - Agriculture and Rural Dev.xlsm,,2016,provincial
"Agriculture, Environmental Affairs and Rural Development",KwaZulu-Natal,"Vote 03 : Agriculture, Environmental Affairs and Rural Development",,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 03 - Agriculture.pdf,2016,provincial
Economic Development and Tourism,KwaZulu-Natal,Vote 04 : Economic Development and Tourism,etl-data/normalised/2016/KwaZulu-Natal/Vote 04 : Economic Development and Tourism.xlsm,"etl-data/2016/KwaZulu-Natal/KZN - Eco Dev, Tou and Envir.xlsm",,2016,provincial
Economic Development and Tourism,KwaZulu-Natal,Vote 04 : Economic Development and Tourism,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 04 - Economic Development and Tourism.pdf,2016,provincial
Education,KwaZulu-Natal,Vote 05 : Education,etl-data/normalised/2016/KwaZulu-Natal/Vote 05 : Education.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Education.xlsm,,2016,provincial
Education,KwaZulu-Natal,Vote 05 : Education,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 05 - Education.pdf,2016,provincial
Provincial Treasury,KwaZulu-Natal,Vote 06 : Provincial Treasury,etl-data/normalised/2016/KwaZulu-Natal/Vote 06 : Provincial Treasury.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Treasury.xlsm,,2016,provincial
Provincial Treasury,KwaZulu-Natal,Vote 06 : Provincial Treasury,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 06 - Provincial Treasury.pdf,2016,provincial
Health,KwaZulu-Natal,Vote 07 : Health,etl-data/normalised/2016/KwaZulu-Natal/Vote 07 : Health.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Health.xlsm,,2016,provincial
Health,KwaZulu-Natal,Vote 07 : Health,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 07 - Health.pdf,2016,provincial
Human Settlements,KwaZulu-Natal,Vote 08 : Human Settlements,etl-data/normalised/2016/KwaZulu-Natal/Vote 08 : Human Settlements.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Human Settlements.xlsm,,2016,provincial
Human Settlements,KwaZulu-Natal,Vote 08 : Human Settlements,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 08 - Human Settlement.pdf,2016,provincial
Community Safety and Liaison,KwaZulu-Natal,Vote 09 : Community Safety and Liaison,etl-data/normalised/2016/KwaZulu-Natal/Vote 09 : Community Safety and Liaison.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Com Safety and Lia.xlsm,,2016,provincial
Community Safety and Liaison,KwaZulu-Natal,Vote 09 : Community Safety and Liaison,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 09 - Community Safety.pdf,2016,provincial
Sports and Recreation,KwaZulu-Natal,Vote 10 : Sports and Recreation,etl-data/normalised/2016/KwaZulu-Natal/Vote 10 : Sports and Recreation.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Sport and Recreation.xlsm,,2016,provincial
Sports and Recreation,KwaZulu-Natal,Vote 10 : Sports and Recreation,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 10 - Sports and Recreation.pdf,2016,provincial
Co-operative Governance and Traditional Affairs,KwaZulu-Natal,Vote 11 : Co-operative Governance and Traditional Affairs,etl-data/normalised/2016/KwaZulu-Natal/Vote 11 : Co-operative Governance and Traditional Affairs.xlsm,etl-data/2016/KwaZulu-Natal/KZN - COGTA.xlsm,,2016,provincial
Co-operative Governance and Traditional Affairs,KwaZulu-Natal,Vote 11 : Co-operative Governance and Traditional Affairs,,,"http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 11 - Co-op Gov., and Trad Affairs.pdf",2016,provincial
Transport,KwaZulu-Natal,Vote 12 : Transport,etl-data/normalised/2016/KwaZulu-Natal/Vote 12 : Transport.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Transport.xlsm,,2016,provincial
Transport,KwaZulu-Natal,Vote 12 : Transport,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 12 - Transport.pdf,2016,provincial
Social Development,KwaZulu-Natal,Vote 13 : Social Development,etl-data/normalised/2016/KwaZulu-Natal/Vote 13 : Social Development.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Social Development.xlsm,,2016,provincial
Social Development,KwaZulu-Natal,Vote 13 : Social Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 13 - Social Development.pdf,2016,provincial
Public Works,KwaZulu-Natal,Vote 14 : Public Works,etl-data/normalised/2016/KwaZulu-Natal/Vote 14 : Public Works.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Public Works.xlsm,,2016,provincial
Public Works,KwaZulu-Natal,Vote 14 : Public Works,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 14 - Public Works.pdf,2016,provincial
Arts and Culture,KwaZulu-Natal,Vote 15 : Arts and Culture,etl-data/normalised/2016/KwaZulu-Natal/Vote 15 : Arts and Culture.xlsm,etl-data/2016/KwaZulu-Natal/KZN - Arts and Culture.xlsm,,2016,provincial
Arts and Culture,KwaZulu-Natal,Vote 15 : Arts and Culture,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/KZN - Vote 15 - Arts and Culture.pdf,2016,provincial
Office of the Premier,Limpopo,Vote 01 : Office of the Premier,etl-data/normalised/2016/Limpopo/Vote 01 : Office of the Premier.xlsm,etl-data/2016/Limpopo/LIM - Office of the Premier.xlsm,,2016,provincial
Office of the Premier,Limpopo,Vote 01 : Office of the Premier,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/LIM/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/LIM - Vote 01 - Office of the Premier.pdf,2016,provincial
